protein_id,log2FC_2019,padj_2019,neg_log10padj_2019,DAP_2019,log2FC_2022,padj_2022,neg_log10padj_2022,DAP_2022,mean_log2FC,fisher_combined_padj,neg_log10padj,DAP
Td00001aa018867_T001,-0.115597447016313,0.522168897708835,0.282188999911962,NS,-0.213957972848222,9.1370564078575e-4,3.03919369395157,NS,-0.16477770993226748,0.011822076142266075,1.9273062478242566,NS
Td00001aa018885_T002,-0.650634722405787,0.30557397139559,0.514883641459864,NS,-0.321064054220695,3.56781152012585e-5,4.44759809654126,NS,-0.485849388313241,5.94322628018817e-4,3.225977734260338,NS
Td00001aa018922_T002,-0.172993990361023,0.826528977754055,0.0827419156459864,NS,1.26258020850715,1.61718495676012e-5,4.79124030717664,Up,0.5447931090730636,7.000976521736421e-4,3.15484137878248,NS
Td00001aa018924_T001,0.0840642647884745,0.753552018013174,0.122886762783556,NS,-0.268598799603779,0.268367896227922,0.571269438298018,NS,-0.09226726740765227,0.6506978721319222,0.18662061346420086,NS
Td00001aa018942_T001,-0.192645077942396,0.723102622000516,0.140800063693213,NS,-0.240640330248631,0.133220297884649,0.875429599582368,NS,-0.2166427040955135,0.4520593347666489,0.3448045583953983,NS
Td00001aa018963_T001,-0.0409717810563062,0.857437212909428,0.0667976719677792,NS,0.0190751649873377,0.998013691620377,8.635006420975e-4,NS,-0.010948308034484251,0.9996572672230563,1.4887246698859125e-4,NS
Td00001aa018966_T001,-0.768567591552035,0.0278658736966797,1.55492733567979,NS,-0.30473897305659,9.8880016501443e-4,3.00489146977867,NS,-0.5366532823043125,0.0012597569246825839,2.899713245718239,NS
Td00001aa018982_T001,0.0454429707611671,0.882069714174911,0.0544970891482309,NS,0.0328902592328615,0.986533809400171,0.00588802649458377,NS,0.0391666149970143,0.9996572672230563,1.4887246698859125e-4,NS
Td00001aa018985_T001,1.09828479572342,0.41048152589598,0.386706383933035,NS,-0.295610911764997,0.00854704131708162,2.06818419662151,NS,0.40133694197921155,0.05204945320144306,1.2835838285519725,NS
Td00001aa019016_T001,0.0565835283663675,0.676903877961948,0.169472997835596,NS,0.0319599063750495,0.99477972248769,0.00227307593673889,NS,0.0442717173707085,0.9834088734372417,0.0072658773276923876,NS
Td00001aa019020_T001,-0.352915787371046,0.0822298724091538,1.08497038360735,NS,0.145315055271338,0.997642631680878,0.00102500068011052,NS,-0.103800366049854,0.412437106969711,0.3846422681527919,NS
Td00001aa019037_T001,-0.32373259173411,0.148752898022926,0.827534564536523,NS,0.14802007205313,0.228890454054197,0.640372319330854,NS,-0.08785625984049,0.24793136095922264,0.6056685356359386,NS
Td00001aa019042_T004,0.16478627814334,0.205647301638005,0.686876984629948,NS,0.689353700818123,2.25954116145808e-6,5.64597974283409,NS,0.4270699894807315,4.580529755325056e-5,4.339084291317157,NS
Td00001aa019052_T002,0.751892138404309,0.295324551320775,0.529700447176748,NS,-0.166233405475122,0.660992634870635,0.179803379626103,NS,0.2928293664645935,0.6414817664507279,0.19281568354840542,NS
Td00001aa019065_T001,2.32567423412026,0.00482363510200571,2.31662555310242,Up,2.12670543560304,9.32438909287742e-8,7.03037961231106,Up,2.22618983486165,1.407652471196979e-7,6.851504552914863,Up
Td00001aa019096_T001,-0.281035664240461,0.147464650531757,0.831312074051308,NS,0.118108501719,0.409947131727266,0.387272147864608,NS,-0.0814635812607305,0.34633947804231713,0.4604980018991607,NS
Td00001aa019111_T001,-0.0499049058263139,0.403409793082953,0.394253563162759,NS,-0.0664191112724733,0.678222747580761,0.168627648083255,NS,-0.0581620085493936,0.7476343642508338,0.12631074493162356,NS
Td00001aa019141_T002,0.495695162624069,0.440638064932054,0.355917988628999,NS,0.286444013254763,0.118116087060548,0.927690948738453,NS,0.391069587939416,0.31770554824637365,0.4979752008110508,NS
Td00001aa019148_T001,-0.219269963523624,0.461085242134598,0.336218777936909,NS,-0.0510089353906345,0.893395327211879,0.0489563233790706,NS,-0.13513944945712925,0.8690485598333416,0.0609559557970771,NS
Td00001aa019186_T001,0.305678743242287,0.152528265989088,0.81664966696922,NS,0.155846290840546,0.262966053141112,0.580100311909674,NS,0.23076251704141648,0.27302622554345946,0.5637956347842359,NS
Td00001aa019192_T003,-0.234465253637023,0.240870162051756,0.618216995181645,NS,-0.385140342294134,4.1095168604336e-4,3.3862092333991902,NS,-0.3098027979655785,0.0035044694028816535,2.4553777274389383,NS
Td00001aa019205_T003,0.154453592679872,0.44580282173201,0.350857186957704,NS,0.413023502660921,0.00570934992878624,2.24341333806117,NS,0.2837385476703965,0.04122647257927073,1.3848238227269978,NS
Td00001aa019237_T001,0.284514133244245,0.523677133373711,0.280936389372205,NS,-0.127670266919726,0.0959155699188404,1.01811088833532,NS,0.07842193316225951,0.31112553521575925,0.5070643432847535,NS
Td00001aa019248_T001,0.532067552289031,0.437832374397862,0.358692128783352,NS,1.60195121908597,5.40984326106569e-7,6.26681531748869,Up,1.0670093856875005,2.6522215245860694e-5,4.576390204668688,Up
Td00001aa019253_T001,0.393965275660243,0.857584348903628,0.0667231535454456,NS,0.037498165278798803,0.999933912183214,2.87025226049594e-5,NS,0.21573172046952088,0.9996572672230563,1.4887246698859125e-4,NS
Td00001aa019266_T002,-0.883635243308215,0.00345353097960904,2.46173664383826,NS,-0.724717803040988,1.296329189063e-4,3.88728469997791,NS,-0.8041765231746014,4.4589181051970396e-5,4.3507705040548865,NS
Td00001aa019278_T002,-0.584241333477502,0.0609342625795407,1.21513844028974,NS,-0.525169396770714,0.0131107183356354,1.88237351268397,NS,-0.554705365124108,0.01737302324841025,1.7601245991779353,NS
Td00001aa019280_T001,1.86591881455221,0.00426949297820006,2.36962369636703,Up,2.84663795876977,6.79746532478525e-11,10.1676529991568,Up,2.35627838666099,2.4230790813392625e-10,9.615632411686345,Up
Td00001aa019293_T001,-0.26361159929654,0.0248003914448267,1.60554146429529,NS,-0.189184742309142,0.37484360341004,0.426149895855419,NS,-0.226398170802841,0.10470001668894492,0.9800532490955979,NS
Td00001aa019304_T002,0.190298791626595,0.830950916357796,0.0804246289048551,NS,0.416536918519964,3.1022274809701e-4,3.50832635929231,NS,0.3034178550732795,0.007312812667931769,2.135915551739922,NS
Td00001aa019312_T002,0.185232254230161,0.394079410424272,0.404416255245321,NS,-0.00886441519773063,0.695558649593655,0.157666244362096,NS,0.08818391951621518,0.7477922825345793,0.12621902122237355,NS
Td00001aa019339_T001,-0.160040412510468,0.639863233089075,0.193912843925733,NS,-0.0992853991201049,0.634456971508539,0.197597826161969,NS,-0.12966290581528644,0.8651467355932316,0.06291022657693948,NS
Td00001aa019363_T002,1.89878879711155,1.1645983402461e-4,3.93382383317224,Up,2.21222440575296,4.752111708106319e-19,18.3231133589267,Up,2.055506601432255,9.93054285262592e-19,18.003027010169678,Up
Td00001aa019368_T002,0.0114956388378294,0.61539805547928506,0.21084388036017301,NS,-0.27266987369417,0.309805574110348,0.508910772556194,NS,-0.1305871174281703,0.6369889680811706,0.1958680890821698,NS
Td00001aa019380_T001,-0.274040765490812,0.10450798877722,0.980850510038536,NS,-0.107050105800213,0.388538682371864,0.410565736954829,NS,-0.19054543564551252,0.2746725600295025,0.5611847247185364,NS
Td00001aa019388_T001,0.317304068361915,0.436194076440068,0.360320236480517,NS,-0.444447472920206,0.0453498694675816,1.34342395864998,NS,-0.06357170227914549,0.1764211267039337,0.7534494086512263,NS
Td00001aa019412_T002,0.0229004021100788,0.565876170013801,0.247278594542174,NS,-0.0695540992822527,0.274860238288731,0.560888081330645,NS,-0.02332684858608695,0.5758083985841156,0.23972200491098186,NS
Td00001aa019425_T003,0.01292617444427,0.865636229246794,0.062664575443718007,NS,0.250325498682219,2.5533857504037e-4,3.59288356959981,NS,0.1316258365632445,0.006523989301008875,2.1854867598507406,NS
Td00001aa019447_T001,-1.15842936260448,0.0128587910335032,1.89079986128425,Down,-0.642212217929056,0.00121531503603523,2.91531112891586,NS,-0.900320790266768,7.966944410903268e-4,3.0987082130995502,NS
Td00001aa019476_T001,-0.736965594166206,0.0140990377115835,1.85081052782765,NS,0.213654954580698,0.375112590882357,0.425838358246083,NS,-0.261655319792754,0.07073410361059312,1.1503711457668477,NS
Td00001aa019478_T002,-0.139235797371172,0.246532096691609,0.608126530712883,NS,-0.429652780601599,0.0030929065456266,2.50963320231556,NS,-0.2844442889863855,0.016826442305887628,1.7740076992501002,NS
Td00001aa019506_T002,-0.448114896528275,0.119560469498053,0.922412388212771,NS,0.57952380955841,0.890459874595418,0.0503856456947454,NS,0.06570445651506748,0.4771171186986192,0.3213750009154562,NS
Td00001aa019508_T001,1.2424500736777,0.0204490231838442,1.68932743269324,Up,1.65962626439646,1.04216810255365e-10,9.98206222333672,Up,1.45103816903708,1.4280711121842223e-9,8.845250165907007,Up
Td00001aa019533_T001,0.05797006863733,0.335821497568671,0.473891506004368,NS,0.0767236426555553,0.77985072833768,0.107988517903395,NS,0.06734685564644265,0.7339915338057865,0.13430894940631996,NS
Td00001aa019544_T002,-0.237863830098888,0.155428275405456,0.808469971792993,NS,-0.222721857088635,1.3443107355646e-4,3.87150033311031,NS,-0.2302928435937615,0.0010128618407231511,2.9944497904774714,NS
Td00001aa019565_T001,-1.09541956507868,0.00629666137543657,2.20088966174537,Down,-0.311007075844648,0.169740317765747,0.770214989128959,NS,-0.703213320461664,0.021617108875129104,1.665202390102304,NS
Td00001aa019593_T001,-0.272297327162762,0.0321853262823806,1.4923420838033301,NS,-0.349158004216157,7.81134002485534e-6,5.1072744570984,NS,-0.31072766568945953,2.7888384981195338e-5,4.554576635037052,NS
Td00001aa019606_T001,-0.125006361067033,0.718160812193337,0.14377829666542,NS,0.0595306697553505,0.956626983071025,0.0192573733766836,NS,-0.03273784565584125,0.9863589317311484,0.005965018421494019,NS
Td00001aa019608_T001,-0.147202107181229,0.703215445371284,0.15291159901811,NS,-0.320320359627654,0.00299216018491347,2.52401516028557,NS,-0.2337612334044415,0.03563143678667041,1.448166664992747,NS
Td00001aa019641_T001,-0.226003674888827,0.406212819353778,0.391246375153865,NS,-0.25020324094290203,0.309181837099841,0.509786026652166,NS,-0.2381034579158645,0.517936611420592,0.2857233888933679,NS
Td00001aa019690_T001,-0.332789087519129,0.0660584943279358,1.1800713294112,NS,-0.427341066663911,0.0106339621987672,1.97330488783377,NS,-0.38006507709152,0.015727615696338616,1.80333711135061,NS
Td00001aa019711_T003,-0.558516520417355,0.0505707093750593,1.29610095430669,NS,-0.294979663128913,0.0579322972419097,1.23707924968662,NS,-0.426748091773134,0.045614667267733326,1.3408954887123734,NS
Td00001aa019722_T003,0.557777671394926,0.0213051618602959,1.67151516201427,NS,-0.240982444369852,0.0674372932302045,1.17109986956329,NS,0.15839761351253698,0.027006745778358557,1.5685277436780327,NS
Td00001aa019723_T003,-0.244685095954902,0.252044250721339,0.598523204627238,NS,0.12284037625722,0.998466509352934,6.664976907699e-4,NS,-0.06092235984884101,0.7205577617039741,0.14233119932769797,NS
Td00001aa019768_T001,0.370722275148167,0.0894596998837102,1.04837256311694,NS,0.393262339716125,2.8247454035613e-4,3.54902068937061,NS,0.381992307432146,0.0011750159400092171,2.92995624180834,NS
Td00001aa019783_T002,-0.307572801910292,0.25851297890441,0.587517647830902,NS,0.0799731409752585,0.465495958260626,0.332084085494084,NS,-0.11379983046751675,0.5086570372121622,0.29357494270998813,NS
Td00001aa019784_T001,-0.0320936297098533,0.549412026387915,0.260101838295974,NS,-0.225459339180356,0.0485319292310724,1.31397244435841,NS,-0.12877648444510464,0.21464740832219398,0.6682743508750386,NS
Td00001aa019791_T001,-0.997117491466879,0.0175562709403839,1.75556772544579,NS,-0.794363222191221,1.79467883883728e-5,4.74601325794917,NS,-0.8957403568290501,3.3416571120236044e-5,4.47603811518346,NS
Td00001aa019799_T001,-0.126580496565143,0.442598135946566,0.35399041948654,NS,0.0194534074287553,0.822993728827661,0.0846034740780318,NS,-0.05356354456819385,0.8329433616174708,0.07938452869318163,NS
Td00001aa019844_T001,-0.341902794648628,0.209275183368851,0.679282268866156,NS,-0.281023984977589,0.030437050654294,1.51659743293373,NS,-0.3114633898131085,0.07987718314605616,1.0975772588450805,NS
Td00001aa019908_T003,-0.332789087519129,0.327740141839199,0.484470362671369,NS,-0.0107958595310036,0.8819010364387,0.0545801469996766,NS,-0.1717924735250663,0.7638724244294147,0.11697916759282222,NS
Td00001aa019942_T001,-0.321928094887362,0.316016101091529,0.500290789416207,NS,-1.02994011060812,2.0761356575616e-4,3.68274427249717,Down,-0.675934102747741,0.0025292539297457175,2.5970075665625703,NS
Td00001aa019955_T003,0.140124223909071,0.50314664494985,0.298305418899073,NS,-0.210622530387796,0.243883978234089,0.612816729383177,NS,-0.03524915323936249,0.5129764084340336,0.2899026074466875,NS
Td00001aa019963_T001,-0.13764780046798,0.427806697052243,0.368752421096728,NS,-0.951363464612906,2.0640354185098e-4,3.68528285455869,NS,-0.5445056325404429,0.0031979783383066502,2.4951244822988996,NS
Td00001aa019975_T004,-0.321928094887362,0.0740949292172307,1.13021151251095,NS,-0.212329201972172,0.00152333402039384,2.81720485877245,NS,-0.267128648429767,0.0038504181453975703,2.4144921046790597,NS
Td00001aa019985_T001,-0.0664273617389761,0.836397598716507,0.0775872227047573,NS,-0.624384588997338,7.2606852708327e-6,5.13902238821224,NS,-0.34540597536815704,3.74287685159655e-4,3.4267944618387998,NS
Td00001aa019987_T001,0.249748715083569,0.465922370875116,0.331686436762828,NS,0.22192229669492,2.2705255541967e-4,3.64387360585982,NS,0.2358355058892445,0.003678555053954914,2.4343227398389873,NS
Td00001aa019999_T005,0.350497247084133,0.868007906153487,0.0614763190825,NS,-0.0262316260423766,0.0203577037441665,1.69127121000316,NS,0.1621328105208782,0.16405223710949837,0.7850178429512884,NS
Td00001aa020008_T004,-0.329159664118438,0.0193648576900107,1.71298569024362,NS,-0.213252873902218,0.8970851245521,0.0471663447271531,NS,-0.271206269010328,0.16207354576225588,0.7902878665028533,NS
Td00001aa020035_T002,0.997834332781886,0.0140862616298039,1.85120424954266,NS,0.357882010651001,0.433484832073028,0.36302609417908,NS,0.6778581717164436,0.07783816989026543,1.1088073836325947,NS
Td00001aa020044_T003,-0.471928835421265,0.0290964491832003,1.53616000737954,NS,-0.148849578895242,0.0336797625516444,1.47263097901544,NS,-0.3103892071582535,0.02021319649366812,1.6943650021803949,NS
Td00001aa020052_T004,-0.260151897300673,0.048587762067939,1.31347310389908,NS,-0.0489968072962968,0.970771857084837,0.0128828224615719,NS,-0.1545743522984849,0.300845834875864,0.5216559968130116,NS
Td00001aa020134_T001,0.0935601761623378,0.598075752204929,0.223243804839302,NS,-0.0866544021404817,0.21788017235747,0.661782289843423,NS,0.003452887010928052,0.5263516238386552,0.2787240328921507,NS
Td00001aa020158_T001,-0.267079617891743,0.417089178619019,0.379771077780667,NS,-0.426964068090321,0.00446203957645108,2.35046658202213,NS,-0.347021842991032,0.03262068569414115,1.4865069142322263,NS
Td00001aa020162_T001,1.63273352595054,7.62469658742468e-5,4.11777743368989,Up,0.422653670985449,1.59214512992776e-10,9.7980173472428,NS,1.0276935984679945,1.5067111413430446e-11,10.821970000336512,Up
Td00001aa020170_T003,-0.171368418311981,0.657565332274902,0.182061091451262,NS,-1.41032658259271,0.00683506763800091,2.16525718341288,Down,-0.7908475004523455,0.062571046642467,1.203626580402913,NS
Td00001aa020225_T001,-0.459972730742493,0.329477516130313,0.482174216741301,NS,-0.0840024451581214,0.997101554348612,0.00126060673636044,NS,-0.2719875879503072,0.8027409891218815,0.09542456074944863,NS
Td00001aa020249_T002,-0.0709665213541436,0.452749800561976,0.344141732322247,NS,-0.349900606628416,3.39313239731057e-7,6.46939919420116,NS,-0.21043356399127977,1.812752992867792e-5,4.741661369176849,NS
Td00001aa020270_T001,-0.0499049058263139,0.752337855078247,0.123587085411998,NS,0.0865526836706465,0.998681158470895,5.731436245316e-4,NS,0.0183238889221663,0.9985462187779345,6.318285442349119e-4,NS
Td00001aa020274_T001,0.0285691521967709,0.957671934509494,0.018783239808001,NS,-0.900761245037233,7.375119742284e-4,3.13223092409678,NS,-0.43609604642023103,0.01578518116988649,1.8017504292528872,NS
Td00001aa020372_T002,-0.15200309344505,0.104779355331799,0.979724277931435,NS,-0.201335008953617,0.0121117766017833,1.91679214820625,NS,-0.17666905119933352,0.02468171690988244,1.607624633190133,NS
Td00001aa020375_T001,-0.477944250839036,0.0159115748199293,1.79828683469921,NS,-0.947402580735512,1.12641542799843e-6,5.94830140982776,NS,-0.7126734157872741,3.062782807855321e-6,5.513883799371792,NS
Td00001aa020381_T003,0.495695162624069,0.246179606017294,0.608747927688245,NS,-0.129635872399386,0.993985734877585,0.00261984830731818,NS,0.1830296451123415,0.7110243513833491,0.14811552516290077,NS
Td00001aa020419_T001,0.473007567916174,0.163171934794426,0.787354536832506,NS,0.252292698510468,0.387488814776225,0.411740829289476,NS,0.36265013321332096,0.35441351161579887,0.4504897294815845,NS
Td00001aa020461_T003,0.13224779829844,0.853549992665621,0.0687710370530825,NS,-0.150433163116059,0.920711393019077,0.0358764827910542,NS,-0.009092682408809505,0.9990517914532815,4.11997100002581e-4,NS
