"analysis_ID"	"analysis_ID_plastome"	"species_orig"	"acc_species"	"acc_species_author"	"acc_genus"	"acc_genus_author"	"publication"	"data_type"	"isolate"	"voucher_ID"	"germplasm_ID"	"repo_accession"	"plastome_accession"	"removed_nuclear"	"removed_plastome"	"soreng2022_genus"	"subtribe"	"tribe"	"subfamily"	"major.clade"
"REF___Neurachne_munroi_ZMGN__1KP"	NA	"Neurachne munroi"	"Neurachne munroi"	"(F.Muell.) F.Muell."	"Neurachne"	"R.Br."	"Carpenter at al. 2019 GigaScience https://doi.org/10.1093/gigascience/giz126"	"transcriptome"	"1KP: ZMGN"	NA	NA	"https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/oneKP_capstone_2019/transcript_assemblies?page=0"	NA	NA	"data thresholds"	"Neurachne"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
"REF___Neurachne_tenuifolia_NNOK__1KP"	NA	"Neurachne tenuifolia"	"Neurachne tenuifolia"	"S.T.Blake"	"Neurachne"	"R.Br."	"Carpenter at al. 2019 GigaScience https://doi.org/10.1093/gigascience/giz126"	"transcriptome"	"1KP: NNOK"	NA	NA	"https://datacommons.cyverse.org/browse/iplant/home/shared/commons_repo/curated/oneKP_capstone_2019/transcript_assemblies?page=0"	NA	NA	"data thresholds"	"Neurachne"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Neyraudia_reynaudianaBB__MD"	"NC_024262.1__Neyraudia_reynaudiana"	"Neyraudia reynaudiana"	"Neyraudia reynaudiana"	"(Kunth) Keng ex Hitchc."	"Neyraudia"	"Hook.f."	"Duvall et al. 2016"	"shotgun"	NA	"RSA: J. T. Columbus 5302"	NA	NA	"INSDC: NC_024262"	"species duplicated"	NA	"Neyraudia"	NA	"Triraphideae"	"Chloridoideae"	"PACMAD"
"Neyraudia_reynaudiana_Z18115__HM"	NA	"Neyraudia reynaudiana"	"Neyraudia reynaudiana"	"(Kunth) Keng ex Hitchc."	"Neyraudia"	"Hook.f."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z18115"	NA	NA	"INSDC: SRR16622088"	NA	NA	"data thresholds"	"Neyraudia"	NA	"Triraphideae"	"Chloridoideae"	"PACMAD"
"GAP_80278__Notochloe_microdon"	NA	"Notochloe microdon"	"Notochloe microdon"	"(Benth.) Domin"	"Notochloe"	"Domin"	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"CANB: Humphreys, A.M. 66"	NA	NA	NA	NA	"data thresholds"	"Notochloe"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"PAFTOL_8070__Ocellochloa_stolonifera"	"PAFTOL_8070__Ocellochloa_stolonifera"	"Ocellochloa stolonifera"	"Ocellochloa stolonifera"	"(Poir.) Zuloaga & Morrone"	"Ocellochloa"	"Zuloaga & Morrone"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"SI: Zanotti, C. 434"	NA	"INSDC: ERR7620856"	NA	NA	NA	"Ocellochloa"	"Paspalinae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"Ochlandra_stridula1307__MD"	"Ochlandra_stridula1307__MD"	"Ochlandra stridula"	"Ochlandra stridula"	"Thwaites"	"Ochlandra"	"Thwaites"	"Unpublished"	"shotgun"	NA	"ISC: L. Attigala 142"	NA	NA	NA	"data thresholds"	NA	"Ochlandra"	"Melocanninae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_9153__Ochlandra_stridula"	NA	"Ochlandra stridula"	"Ochlandra stridula"	"Thwaites"	"Ochlandra"	"Thwaites"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Gould, F.W. 13424"	NA	"INSDC: ERR7621457"	NA	NA	"data thresholds"	"Ochlandra"	"Melocanninae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Ochthochloa_compressa1214__MD"	"Ochthochloa_compressa1214__MD"	"Ochthochloa compressa"	"Ochthochloa compressa"	"(Forssk.) Hilu"	"Ochthochloa"	"Edgew."	"Unpublished"	"shotgun"	NA	NA	NA	NA	NA	NA	NA	"Chloris"	"Eleusininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Odyssea_paucinervis_Colu5582__HM"	NA	"Odyssea paucinervis"	"Odyssea paucinervis"	"(Nees) Stapf"	"Odyssea"	"Stapf"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Colu5582"	NA	NA	"INSDC: SRR16483751"	NA	"species duplicated"	NA	"Odyssea"	"Aeluropodinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_6310__Odyssea_paucinervis"	NA	"Odyssea paucinervis"	"Odyssea paucinervis"	"(Nees) Stapf"	"Odyssea"	"Stapf"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Peterson, P.M. 24312"	NA	"INSDC: ERR7619883"	NA	NA	"species duplicated"	"Odyssea"	"Aeluropodinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
NA	"MW014308.1__Odyssea_paucinervis"	"Odyssea paucinervis"	"Odyssea paucinervis"	"(Nees) Stapf"	"Odyssea"	"Stapf"	NA	"plastome"	NA	NA	NA	NA	"INSDC: MW014308"	NA	NA	"Odyssea"	"Aeluropodinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_8071__Oedochloa_minarum"	"PAFTOL_8071__Oedochloa_minarum"	"Oedochloa minarum"	"Oedochloa minarum"	"(Nees) C.Silva & R.P.Oliveira"	"Oedochloa"	"C.Silva & R.P.Oliveira"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"SI: Zuloaga, F.O. 8535"	NA	"INSDC: ERR7620857"	NA	NA	NA	"Oedochloa"	"Paspalinae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"Oldeania_alpina60__MD"	"KU569972.1__Oldeania_alpina"	"Oldeania alpina"	"Oldeania alpina"	"(K.Schum.) Stapleton"	"Oldeania"	"Stapleton"	"Attigala et al. 2016"	"shotgun"	NA	"ISC: L. Attigala 170"	NA	NA	"INSDC: KU569972"	NA	NA	"Oldeania"	"Thamnocalaminae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Arundinaria_humbertii__GB"	NA	"Arundinaria humbertii"	"Oldeania humbertii"	"(A.Camus) D.Z.Li, Y.X.Zhang & Haev."	"Oldeania"	"Stapleton"	"this study"	"shotgun"	NA	"K: M.S. Vorontsova 1223"	NA	NA	NA	NA	NA	"Oldeania"	"Thamnocalaminae"	"Arundinarieae"	"Bambusoideae"	"BOP"
NA	"NC_044488.1__Arundinaria_humbertii"	"Arundinaria humbertii"	"Oldeania humbertii"	"(A.Camus) D.Z.Li, Y.X.Zhang & Haev."	"Oldeania"	"Stapleton"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_044488"	NA	NA	"Oldeania"	"Thamnocalaminae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Olmeca_reflexa402__MD"	"KJ870997.1__Olmeca_reflexa"	"Olmeca reflexa"	"Olmeca reflexa"	"Soderstr."	"Olmeca"	"Soderstr."	"Wysocki et al. 2015"	"shotgun"	NA	NA	"Francisco Botanical Garden 312 (GCR)"	NA	"INSDC: KJ870997"	NA	NA	"Olmeca"	"Guaduinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Oloptum_miliaceum__SF"	"Oloptum_miliaceum__SF"	"Oloptum miliaceum"	"Oloptum miliaceum"	"(L.) Röser & Hamasha"	"Oloptum"	"Röser & Hamasha"	"this study"	"shotgun"	NA	NA	"USDA-GRIN: PI 207771"	"ENA: PRJEB73591"	NA	NA	NA	"Oloptum"	NA	"Stipeae"	"Pooideae"	"BOP"
"REF___Olyra_latifolia__genome"	NA	"Olyra latifolia"	"Olyra latifolia"	"L."	"Olyra"	"L."	"Guo et al. 2019 Mol Plant https://doi.org/10.1016/j.molp.2019.05.009"	"complete genome"	NA	NA	NA	"http://www.genobank.org/data/Bamboo/Olyra_latifolia/Olyra_latifolia.assembly.fa"	NA	NA	"data thresholds"	"Olyra"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"Olyra_latifolia215__MD"	"KF515509.1__Olyra_latifolia"	"Olyra latifolia"	"Olyra latifolia"	"L."	"Olyra"	"L."	"Wysocki et al. 2015"	"shotgun"	NA	"ISC: AF97"	NA	NA	"INSDC: KF515509"	"species duplicated"	NA	"Olyra"	"Olyrinae"	"Olyreae"	"Bambusoideae"	"BOP"
"Oncorachis_ramosa__MD"	"KU291472.1__Oncorachis_ramosa"	"Oncorachis ramosa"	"Oncorachis ramosa"	"(Zuloaga & Soderstr.) Morrone & Zuloaga"	"Oncorachis"	"Morrone & Zuloaga"	"Burke et al. 2016"	"shotgun"	NA	"SI: Zuloaga 6960"	NA	NA	"INSDC: KU291472"	"data thresholds"	NA	"Oncorachis"	"Arthropogoninae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"Streptostachys_ramosum513__MD"	"Streptostachys_ramosum513__MD"	"Streptostachys ramosa"	"Oncorachis ramosa"	"(Zuloaga & Soderstr.) Morrone & Zuloaga"	"Oncorachis"	"Morrone & Zuloaga"	"Unpublished"	"shotgun"	NA	NA	NA	NA	NA	"data thresholds"	NA	"Oncorachis"	"Arthropogoninae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"PAFTOL_8072__Oncorachis_ramosa"	NA	"Oncorachis ramosa"	"Oncorachis ramosa"	"(Zuloaga & Soderstr.) Morrone & Zuloaga"	"Oncorachis"	"Morrone & Zuloaga"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"SI: Zuloaga, F.O. 6960"	NA	"INSDC: ERR7620858"	NA	NA	"data thresholds"	"Oncorachis"	"Arthropogoninae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"PAFTOL_8004__Ophiuros_exaltatus"	"PAFTOL_8004__Ophiuros_exaltatus"	"Ophiuros exaltatus"	"Ophiuros exaltatus"	"(L.) Kuntze"	"Ophiuros"	"C.F.Gaertn."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"BRI: McDonald, K.R. 18636"	NA	"INSDC: ERR7620790"	NA	NA	NA	"Ophiuros"	"Ratzeburgiinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"PAFTOL_8073__Oplismenopsis_najada"	NA	"Oplismenopsis najada"	"Oplismenopsis najada"	"(Hack. & Arechav.) Parodi"	"Oplismenopsis"	"Parodi"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"SI: Morrone, O. 6202"	NA	"INSDC: ERR7620859"	NA	NA	"ID dubious"	"Oplismenopsis"	"Arthropogoninae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"Oplismenus_burmannii__SRA"	"Oplismenus_burmannii__SRA"	"Oplismenus burmanni"	"Oplismenus burmanni"	"(Retz.) P.Beauv."	"Oplismenus"	"P.Beauv."	"data from SRA"	"shotgun"	"MW"	NA	NA	"INSDC: SRR2163550"	NA	"species duplicated"	NA	"Oplismenus"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"PAFTOL_5942__Oplismenus_burmanni"	"PAFTOL_5942__Oplismenus_burmanni"	"Oplismenus burmanni"	"Oplismenus burmanni"	"(Retz.) P.Beauv."	"Oplismenus"	"P.Beauv."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Besnard, G. 14-Jan"	NA	"INSDC: ERR7619658"	NA	NA	NA	"Oplismenus"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Oplismenus_compositus_Z16060__HM"	NA	"Oplismenus compositus"	"Oplismenus compositus"	"(L.) P.Beauv."	"Oplismenus"	"P.Beauv."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z16060"	NA	NA	"INSDC: SRR16211620"	NA	NA	"data thresholds"	"Oplismenus"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Oplismenus_hirtellus__MD"	"KU291473.1__Oplismenus_hirtellus"	"Oplismenus hirtellus"	"Oplismenus hirtellus"	"(L.) P.Beauv."	"Oplismenus"	"P.Beauv."	"Burke et al. 2016"	"shotgun"	NA	"ISC: Clark & Lewis 1644"	NA	NA	"INSDC: KU291473"	"species duplicated"	NA	"Oplismenus"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Oplismenus_hirtellus_HM2598__HM"	NA	"Oplismenus hirtellus"	"Oplismenus hirtellus"	"(L.) P.Beauv."	"Oplismenus"	"P.Beauv."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: HM2598"	NA	NA	"INSDC: SRR16243451"	NA	NA	"data thresholds"	"Oplismenus"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"PAFTOL_5943__Oplismenus_sp"	NA	"Oplismenus sp."	"Oplismenus sp."	NA	"Oplismenus"	"P.Beauv."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Vorontsova, M.S. 1468"	NA	"INSDC: ERR7619659"	NA	NA	"ID dubious"	"Oplismenus"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Orcuttia_tenuis__TC"	"Orcuttia_tenuis__TC"	"Orcuttia tenuis"	"Orcuttia tenuis"	"Hitchc."	"Orcuttia"	"Vasey"	"Fisher et al. 2016 Mol Phyl Evol https://doi.org/10.1016/j.ympev.2016.08.011"	"sequence capture (chloridoids 122)"	NA	"RSA: J. T. Columbus 5738"	NA	NA	NA	"species duplicated"	NA	"Orcuttia"	"Orcuttiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Orcuttia_tenuis_Colu5738__HM"	NA	"Orcuttia tenuis"	"Orcuttia tenuis"	"Hitchc."	"Orcuttia"	"Vasey"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Colu5738"	NA	NA	"INSDC: SRR16483762"	NA	NA	"data thresholds"	"Orcuttia"	"Orcuttiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Orcuttia_viscida_RSA250__HM"	NA	"Orcuttia viscida"	"Orcuttia viscida"	"(Hoover) Reeder"	"Orcuttia"	"Vasey"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: RSA250"	NA	NA	"INSDC: SRR16483741"	NA	NA	"data thresholds"	"Orcuttia"	"Orcuttiinae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_9146__Oreobambos_buchwaldii"	NA	"Oreobambos buchwaldii"	"Oreobambos buchwaldii"	"K.Schum."	"Oreobambos"	"K.Schum."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Biegel, H.; Pope, G.; Gosden, N. 4338"	NA	"INSDC: ERR7621450"	NA	NA	"data thresholds"	"Oreobambos"	"Bambusinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_8542__Oreochloa_elegans"	"PAFTOL_8542__Oreochloa_elegans"	"Oreochloa elegans"	"Oreochloa elegans"	"(Sennen) A.W.Hill"	"Oreochloa"	"Link"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Townseed, C.C. 98/30"	NA	"INSDC: ERR7621061"	NA	NA	NA	"Oreochloa"	"Sesleriinae"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_8093__Orinus_thoroldii"	NA	"Orinus thoroldii"	"Orinus thoroldii"	"(Stapf ex Hemsl.) Bor"	"Orinus"	"Hitchc."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"US: Soreng, R.J. 5529"	NA	"INSDC: ERR7620879"	NA	"ID dubious"	NA	"Orinus"	"Orininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
NA	"MW057690.1__Orinus_thoroldii"	"Orinus thoroldii"	"Orinus thoroldii"	"(Stapf ex Hemsl.) Bor"	"Orinus"	"Hitchc."	NA	"plastome"	NA	NA	NA	NA	"INSDC: MW057690"	NA	NA	"Orinus"	"Orininae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"Oropetium_aristatum1512__MD"	"KY432789.1__Oropetium_aristatum"	"Oropetium aristatum"	"Oropetium aristatum"	"(Stapf) Pilg."	"Oropetium"	"Trin."	"Gallaher et al., 2019"	"shotgun"	NA	NA	"Kew, MSB: 351931"	NA	"INSDC: KY432789"	NA	NA	"Oropetium"	"Tripogoninae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"REF___Oropetium_thomaeum__genome"	NA	"Oropetium thomaeum"	"Oropetium thomaeum"	"(L.f.) Trin."	"Oropetium"	"Trin."	"phytozome v13"	"complete genome"	"v1.0"	NA	NA	"https://phytozome-next.jgi.doe.gov/info/Othomaeum_v1_0"	NA	NA	NA	"Oropetium"	"Tripogoninae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
NA	"MZ620724.1__Oropetium_thomaeum"	"Oropetium thomaeum"	"Oropetium thomaeum"	"(L.f.) Trin."	"Oropetium"	"Trin."	NA	"plastome"	NA	NA	NA	NA	"INSDC: MZ620724"	NA	NA	"Oropetium"	"Tripogoninae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_8543__Ortachne_rariflora"	"PAFTOL_8543__Ortachne_rariflora"	"Ortachne rariflora"	"Ortachne rariflora"	"(Hook.f.) Hughes"	"Ortachne"	"Nees ex Steud."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Laegaard, S. 13186"	NA	"INSDC: ERR7621062"	NA	NA	NA	"Ortachne"	NA	"Stipeae"	"Pooideae"	"BOP"
"PAFTOL_6298__Orthacanthus_pedunculatus"	"PAFTOL_6298__Orthacanthus_pedunculatus"	"Orthacanthus pedunculatus"	"Orthacanthus pedunculatus"	"(Pilg.) P.M.Peterson & Romasch."	"Orthacanthus"	"P.M.Peterson & Romasch."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Smith, P.A. 3889"	NA	"INSDC: ERR7619872"	NA	NA	NA	"Orthacanthus"	"Traginae"	"Cynodonteae"	"Chloridoideae"	"PACMAD"
"PAFTOL_6385__Orthoclada_africana"	NA	"Orthoclada africana"	"Orthoclada africana"	"C.E.Hubb."	"Orthoclada"	"P.Beauv."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Bidgood, S.; Mbago, F.; Vollesen, K. 3001"	NA	"INSDC: ERR7619921"	NA	NA	"data thresholds"	"Orthoclada"	NA	"Zeugiteae"	"Panicoideae"	"PACMAD"
"Orthoclada_laxa1819__MD"	"Orthoclada_laxa1819__MD"	"Orthoclada laxa"	"Orthoclada laxa"	"(Rich.) P.Beauv."	"Orthoclada"	"P.Beauv."	"Unpublished"	"shotgun"	NA	NA	"Kew, MSB: 53305"	NA	NA	NA	NA	"Orthoclada"	NA	"Zeugiteae"	"Panicoideae"	"PACMAD"
"Orthoraphium_roylei_Z18118__HM"	NA	"Orthoraphium roylei"	"Orthoraphium roylei"	"Nees"	"Orthoraphium"	"Nees"	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: Z18118"	NA	NA	"INSDC: SRR16483094"	NA	NA	NA	"Orthoraphium"	NA	"Stipeae"	"Pooideae"	"BOP"
NA	"NC_059980.1__Stipa_roylei"	"Orthoraphium roylei"	"Orthoraphium roylei"	"Nees"	"Orthoraphium"	"Nees"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_059980"	NA	NA	"Orthoraphium"	NA	"Stipeae"	"Pooideae"	"BOP"
"Oryza_australiensis_ZY057__HM"	NA	"Oryza australiensis"	"Oryza australiensis"	"Domin"	"Oryza"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZY057"	NA	NA	"INSDC: SRR16192097"	NA	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"NC_024608.1__Oryza_australiensis"	"Oryza australiensis"	"Oryza australiensis"	"Domin"	"Oryza"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_024608"	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"Oryza_glaberrima__SRA"	NA	"Oryza glaberrima"	"Oryza glaberrima"	"Steud."	"Oryza"	"L."	"data from SRA"	"shotgun"	"cv. IRGC104165"	NA	NA	"INSDC: SRR7341626"	NA	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"NC_024175.1__Oryza_glaberrima"	"Oryza glaberrima"	"Oryza glaberrima"	"Steud."	"Oryza"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_024175"	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"Oryza_longistaminata__SRA"	NA	"Oryza longistaminata"	"Oryza longistaminata"	"A.Chev. & Roehr."	"Oryza"	"L."	"data from SRA"	"shotgun"	"cv. RD23"	NA	NA	"INSDC: SRR2170947"	NA	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"NC_027462.1__Oryza_longistaminata"	"Oryza longistaminata"	"Oryza longistaminata"	"A.Chev. & Roehr."	"Oryza"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_027462"	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"Oryza_meyeriana_subsp_granulata_ZY254__HM"	NA	"Oryza meyeriana subsp. granulata"	"Oryza meyeriana"	"(Zoll. & Moritzi) Baill."	"Oryza"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZY254"	NA	NA	"INSDC: SRR16192096"	NA	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"KF359920.1__Oryza_granulata"	"Oryza meyeriana subsp. granulata"	"Oryza meyeriana"	"(Zoll. & Moritzi) Baill."	"Oryza"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: KF359920"	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"Oryza_officinalis_ZY055__HM"	NA	"Oryza officinalis"	"Oryza officinalis"	"Wall. ex Watt"	"Oryza"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZY055"	NA	NA	"INSDC: SRR16192094"	NA	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"NC_027463.1__Oryza_officinalis"	"Oryza officinalis"	"Oryza officinalis"	"Wall. ex Watt"	"Oryza"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_027463"	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"Oryza_punctata_ZY052__HM"	NA	"Oryza punctata"	"Oryza punctata"	"Kotschy ex Steud."	"Oryza"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZY052"	NA	NA	"INSDC: SRR16192093"	NA	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"NC_027676.1__Oryza_punctata"	"Oryza punctata"	"Oryza punctata"	"Kotschy ex Steud."	"Oryza"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_027676"	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"REF___Oryza_rufipogon__genome"	NA	"Oryza rufipogon"	"Oryza rufipogon"	"Griff."	"Oryza"	"L."	"assembled genome"	"complete genome"	"W1943"	NA	NA	"INSDC: GCA_000817225.1"	NA	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"Oryza_nivara_ZY054__HM"	NA	"Oryza nivara"	"Oryza rufipogon"	"Griff."	"Oryza"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZY054"	NA	NA	"INSDC: SRR16192095"	NA	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"NC_017835.1__Oryza_rufipogon"	"Oryza rufipogon"	"Oryza rufipogon"	"Griff."	"Oryza"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_017835"	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"NC_005973.1__Oryza_nivara"	"Oryza nivara"	"Oryza rufipogon"	"Griff."	"Oryza"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_005973"	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"REF___Oryza_sativa__genome"	NA	"Oryza sativa"	"Oryza sativa"	"L."	"Oryza"	"L."	"phytozome v13"	"complete genome"	"v7.0"	NA	NA	"https://phytozome-next.jgi.doe.gov/info/Osativa_v7_0"	NA	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
NA	"NC_031333.1__Oryza_sativa"	"Oryza sativa"	"Oryza sativa"	"L."	"Oryza"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_031333"	NA	NA	"Oryza"	"Oryzinae"	"Oryzeae"	"Oryzoideae"	"BOP"
"PAFTOL_8042__Oryzidium_barnardii"	"PAFTOL_8042__Oryzidium_barnardii"	"Oryzidium barnardii"	"Oryzidium barnardii"	"C.E.Hubb. & Schweick."	"Oryzidium"	"C.E.Hubbard & Schweick."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Kolberg, H. 847"	NA	"INSDC: ERR7620828"	NA	NA	NA	"Oryzidium"	NA	"Paniceae"	"Panicoideae"	"PACMAD"
"Oryzopsis_asperifolia106__MD"	"KM974744.1__Oryzopsis_asperifolia"	"Oryzopsis asperifolia"	"Oryzopsis asperifolia"	"Michx."	"Oryzopsis"	"Michx."	"Saarela et al. 2015"	"shotgun"	NA	"CAN: Saarela 430"	NA	NA	"INSDC: KM974744"	NA	NA	"Oryzopsis"	NA	"Stipeae"	"Pooideae"	"BOP"
"Otachyrium_versicolor__MD"	"KU291474.1__Otachyrium_versicolor"	"Otachyrium versicolor"	"Otachyrium versicolor"	"(Döll) Henrard"	"Otachyrium"	"Nees"	"Burke et al. 2016"	"shotgun"	NA	"SI: Zuloaga 7027"	NA	NA	"INSDC: KU291474"	NA	NA	"Otachyrium"	"Otachyriinae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"Otatea_acuminata63__MD"	"KJ871003.1__Otatea_acuminata"	"Otatea acuminata subsp. aztecorum"	"Otatea acuminata"	"(Munro) C.E.Calderón ex Soderstr."	"Otatea"	"(McClure & E.W.Sm.) C.E.Calderón ex Soderstr."	"Wysocki et al. 2015"	"shotgun"	NA	"ISC: L. Clark & W. Zhang 1348"	NA	NA	"INSDC: KJ871003"	NA	NA	"Otatea"	"Guaduinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Otatea_glauca_Bam14__HM"	NA	"Otatea glauca"	"Otatea glauca"	"L.G.Clark & G.Cortés"	"Otatea"	"(McClure & E.W.Sm.) C.E.Calderón ex Soderstr."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Bam14"	NA	NA	"INSDC: SRR16002980"	NA	NA	NA	"Otatea"	"Guaduinae"	"Bambuseae"	"Bambusoideae"	"BOP"
NA	"NC_028631.1__Otatea_glauca"	"Otatea glauca"	"Otatea glauca"	"L.G.Clark & G.Cortés"	"Otatea"	"(McClure & E.W.Sm.) C.E.Calderón ex Soderstr."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_028631"	NA	NA	"Otatea"	"Guaduinae"	"Bambuseae"	"Bambusoideae"	"BOP"
