"analysis_ID"	"analysis_ID_plastome"	"species_orig"	"acc_species"	"acc_species_author"	"acc_genus"	"acc_genus_author"	"publication"	"data_type"	"isolate"	"voucher_ID"	"germplasm_ID"	"repo_accession"	"plastome_accession"	"removed_nuclear"	"removed_plastome"	"soreng2022_genus"	"subtribe"	"tribe"	"subfamily"	"major.clade"
"Calamagrostis_epigeios__SRA"	"Calamagrostis_epigeios__SRA"	"Calamagrostis epigejos"	"Calamagrostis epigejos"	"(L.) Roth"	"Calamagrostis"	"Adans."	"data from SRA"	"shotgun"	"Denmark/SebergC535"	NA	NA	"INSDC: SRR12432429"	NA	NA	NA	"Calamagrostis"	"Agrostidinae"	"Poeae"	"Pooideae"	"BOP"
"Calamagrostis_porteri1702__MD"	"Calamagrostis_porteri1702__MD"	"Calamagrostis porteri subsp. insperata"	"Calamagrostis insperata"	"Swallen"	"Calamagrostis"	"Adans."	"Unpublished"	"shotgun"	NA	"ILLS: D. J. Gibson s. n."	NA	NA	NA	NA	NA	"Calamagrostis"	"Agrostidinae"	"Poeae"	"Pooideae"	"BOP"
"Calamagrostis_kokonorica_Z16024__HM"	NA	"Calamagrostis kokonorica"	"Calamagrostis kokonorica"	"Keng ex Tzvelev"	"Calamagrostis"	"Adans."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z16024"	NA	NA	"INSDC: SRR16234969"	NA	NA	"data thresholds"	"Calamagrostis"	"Agrostidinae"	"Poeae"	"Pooideae"	"BOP"
"Calamagrostis_pickeringii726__MD"	"MN937348.1__Calamagrostis_pickeringii"	"Calamagrostis pickeringii"	"Calamagrostis pickeringii"	"A.Gray"	"Calamagrostis"	"Adans."	"Unpublished"	"shotgun"	NA	"CAN: P. Peterson & J. Saarela 20857"	NA	NA	"INSDC: MN937348"	"data thresholds"	NA	"Calamagrostis"	"Agrostidinae"	"Poeae"	"Pooideae"	"BOP"
"Calamagrostis_pseudophragmites_HM2512a__HM"	NA	"Calamagrostis pseudophragmites"	"Calamagrostis pseudophragmites"	"(Haller f.) Koeler"	"Calamagrostis"	"Adans."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: HM2512a"	NA	NA	"INSDC: SRR16234941"	NA	NA	"data thresholds"	"Calamagrostis"	"Agrostidinae"	"Poeae"	"Pooideae"	"BOP"
"Calamagrostis_flavens_Z16014__HM"	NA	"Calamagrostis flavens"	"Calamagrostis tripilifera"	"Hook.f."	"Calamagrostis"	"Adans."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z16014"	NA	NA	"INSDC: SRR16234973"	NA	NA	"data thresholds"	"Calamagrostis"	"Agrostidinae"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_8054__Calyptochloa_cylindrosperma"	NA	"Calyptochloa cylindrosperma"	"Calyptochloa cylindrosperma"	"E.J.Thomps. & B.K.Simon"	"Calyptochloa"	"C.E.Hubb."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"BRI: Thompson, E.J. 767"	NA	"INSDC: ERR7620840"	NA	NA	"data thresholds"	"Calyptochloa"	"Neurachninae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Arthropogon_lanceolatus1427__MD"	"Arthropogon_lanceolatus1427__MD"	"Arthropogon lanceolatus"	"Canastra lanceolata"	"(Filg.) Morrone, Zuloaga, Davidse & Filg."	"Canastra"	"Morrone, Zuloaga, Davidse & Filg."	"Unpublished"	"shotgun"	NA	"MO: N. Filgueiras 3588"	NA	NA	NA	"data thresholds"	NA	"Canastra"	"Arthropogoninae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"PAFTOL_8063__Canastra_lanceolata"	NA	"Canastra lanceolata"	"Canastra lanceolata"	"(Filg.) Morrone, Zuloaga, Davidse & Filg."	"Canastra"	"Morrone, Zuloaga, Davidse & Filg."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"HUFU: Bernardes et al. 317"	NA	"INSDC: ERR7620849"	NA	NA	"data thresholds"	"Canastra"	"Arthropogoninae"	"Paspaleae"	"Panicoideae"	"PACMAD"
"Capeochloa_cincta__TC"	"Capeochloa_cincta__TC"	"Capeochloa cincta subsp. cincta"	"Capeochloa cincta subsp. cincta"	NA	"Capeochloa"	"H.P.Linder & N.P.Barker"	"Fisher et al. 2016 Mol Phyl Evol https://doi.org/10.1016/j.ympev.2016.08.011"	"sequence capture (chloridoids 122)"	NA	"RSA: J. T. Columbus 5581"	NA	NA	NA	"data thresholds"	NA	"Capeochloa"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"Capillipedium_kwashotense__PANAND"	"Capillipedium_kwashotense__EK_PanAnd"	"Capillipedium kwashotense"	"Capillipedium kwashotense"	"(Hayata) C.C.Hsu"	"Capillipedium"	"Stapf"	"Schulz et al., 2023, bioRxiv, doi.org/10.1101/2023.09.19.558246"	"shotgun"	NA	"MO: Miyoshi Furuse 3774"	"Herbarium leaf from Miyoshi Furuse 3774"	"INSDC: PRJNA919033"	NA	NA	NA	"Capillipedium"	"Anthistiriinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"GAP_80275__Capillipedium_parviflorum"	"GAP_80275__Capillipedium_parviflorum"	"Capillipedium parviflorum"	"Capillipedium parviflorum"	"(R.Br.) Stapf"	"Capillipedium"	"Stapf"	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"CANB: Lewis, D.L. 1275"	NA	NA	NA	NA	NA	"Capillipedium"	"Anthistiriinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Castellia_tuberculosa1121__MD"	"MH569077.1__Castellia_tuberculosa"	"Castellia tuberculosa"	"Castellia tuberculosa"	"(Moris) Bor"	"Castellia"	"Tineo"	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: PI 238257"	NA	"INSDC: MH569077"	"data thresholds"	NA	"Castellia"	"Loliinae"	"Poeae"	"Pooideae"	"BOP"
"Catabrosa_aquatica_Z16026__HM"	NA	"Catabrosa aquatica"	"Catabrosa aquatica"	"(L.) P.Beauv."	"Catabrosa"	"P.Beauv."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: Z16026"	NA	NA	"INSDC: SRR16483021"	NA	NA	"data thresholds"	"Catabrosa"	"Coleanthinae"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_7188__Catabrosella_variegata"	"PAFTOL_7188__Catabrosella_variegata"	"Catabrosella variegata"	"Catabrosella variegata"	"(Boiss.) Tzvelev"	"Catabrosella"	"(Tzvelev) Tzvelev"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"US: Soreng 7968"	NA	"INSDC: ERR7620281"	NA	NA	NA	"Catabrosella"	"Coleanthinae"	"Poeae"	"Pooideae"	"BOP"
"Catalepis_gracilis_Colu5492__HM"	NA	"Catalepis gracilis"	"Catalepis gracilis"	"Stent & Stapf"	"Catalepis"	"Stapf & Stent"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Colu5492"	NA	NA	"INSDC: SRR16299788"	NA	NA	"data thresholds"	"Eragrostis"	"Eragrostidinae"	"Eragrostideae"	"Chloridoideae"	"PACMAD"
"Catapodium_marinum_K01__HM"	NA	"Catapodium marinum"	"Catapodium marinum"	"(L.) C.E.Hubb."	"Catapodium"	"Link"	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: K01"	NA	NA	"INSDC: SRR16483065"	NA	NA	NA	"Catapodium"	"Parapholiinae"	"Poeae"	"Pooideae"	"BOP"
NA	"NC_042403.1__Catapodium_marinum"	"Catapodium marinum"	"Catapodium marinum"	"(L.) C.E.Hubb."	"Catapodium"	"Link"	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_042403"	NA	NA	"Catapodium"	"Parapholiinae"	"Poeae"	"Pooideae"	"BOP"
"Catapodium_rigidum1138__MD"	"KY432804.1__Catapodium_rigidum"	"Catapodium rigidum"	"Catapodium rigidum"	"(L.) C.E.Hubb."	"Catapodium"	"Link"	"Gallaher et al., 2019"	"shotgun"	NA	NA	"Kew, MSB: 33945"	NA	"INSDC: KY432804"	"data thresholds"	NA	"Catapodium"	"Parapholiinae"	"Poeae"	"Pooideae"	"BOP"
"Catapodium_rigidum_K06__HM"	NA	"Catapodium rigidum"	"Catapodium rigidum"	"(L.) C.E.Hubb."	"Catapodium"	"Link"	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: K06"	NA	NA	"INSDC: SRR16483061"	NA	NA	"data thresholds"	"Catapodium"	"Parapholiinae"	"Poeae"	"Pooideae"	"BOP"
"PAFTOL_9171__Cathariostachys_madagascariensis"	"PAFTOL_9171__Cathariostachys_madagascariensis"	"Cathariostachys madagascariensis"	"Cathariostachys madagascariensis"	"(A.Camus) S.Dransf."	"Cathariostachys"	"S.Dransf."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Dransfield 1532"	NA	"INSDC: ERR7621474"	NA	NA	NA	"Cathariostachys"	"Hickeliinae"	"Bambuseae"	"Bambusoideae"	"BOP"
"PAFTOL_8537__Celtica_gigantea"	NA	"Celtica gigantea"	"Celtica gigantea"	"(Link) F.M.Vázquez & Barkworth"	"Celtica"	"F.M.Vázquez & Barkworth"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Clemente, A. 12"	NA	"INSDC: ERR7621056"	NA	NA	"data thresholds"	"Celtica"	NA	"Stipeae"	"Pooideae"	"BOP"
"REF___Cenchrus_americanus__genome"	NA	"Cenchrus americanus"	"Cenchrus americanus"	"(L.) Morrone"	"Cenchrus"	"L."	"10.1093/g3journal/jkad051"	"complete genome"	"Tift 23D2B1-P1-P5"	""	NA	"INSDC: GCA_002174835.2"	NA	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
NA	"NC_024171.1__Cenchrus_americanus"	"Cenchrus americanus"	"Cenchrus americanus"	"(L.) Morrone"	"Cenchrus"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_024171"	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"GAP_79886__Pseudochaetochloa_australiensis"	NA	"Pseudochaetochloa australiensis"	"Cenchrus arnhemicus"	"(F.Muell.) Morrone"	"Cenchrus"	"L."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"PERTH: Kenneally, K.F. 10981"	NA	NA	NA	NA	"data thresholds"	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"PAFTOL_8027__Cenchrus_arnhemicus"	NA	"Cenchrus arnhemicus"	"Cenchrus arnhemicus"	"(F.Muell.) Morrone"	"Cenchrus"	"L."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"PERTH: Byrne, G. 3209"	NA	"INSDC: ERR7620813"	NA	NA	"data thresholds"	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_brownii__TW"	"Cenchrus_brownii__TW"	"Cenchrus brownii"	"Cenchrus brownii"	"Roem. & Schult."	"Cenchrus"	"L."	"Unpublished"	"shotgun"	NA	NA	"AusTRCF: 37127"	NA	NA	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_ciliarusEE__MD"	NA	"Cenchrus ciliaris"	"Cenchrus ciliaris"	"L."	"Cenchrus"	"L."	"Burke 2018 (Dissertation)"	"shotgun"	NA	"CAN: J. Saarela et al., 1618"	NA	NA	NA	"species duplicated"	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"GAP_79773__Cenchrus_ciliaris"	NA	"Cenchrus ciliaris"	"Cenchrus ciliaris"	"L."	"Cenchrus"	"L."	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"AD: Chris Brody CJB6248"	NA	NA	NA	NA	"species duplicated"	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
NA	"NC_041434.1__Cenchrus_ciliaris"	"Cenchrus ciliaris"	"Cenchrus ciliaris"	"L."	"Cenchrus"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_041434"	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_echinatus__JB"	"Cenchrus_echinatus__JB"	"Cenchrus echinatus"	"Cenchrus echinatus"	"L."	"Cenchrus"	"L."	"Park et al. Mol Biol Evol, doi:10.1093/molbev/msab133"	"shotgun"	NA	NA	NA	"INSDC: SRX8344121"	NA	"species duplicated"	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_echinatus_Z18087__HM"	NA	"Cenchrus echinatus"	"Cenchrus echinatus"	"L."	"Cenchrus"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Z18087"	NA	NA	"INSDC: SRR16243447"	NA	NA	"data thresholds"	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Pennisetum_flaccidum__TW"	"Pennisetum_flaccidum__TW"	"Pennisetum flaccidum"	"Cenchrus flaccidus"	"(Griseb.) Morrone"	"Cenchrus"	"L."	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: PI 434640"	NA	NA	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_pedicellatus__SRA"	"Cenchrus_pedicellatus__SRA"	"Cenchrus pedicellatus"	"Cenchrus pedicellatus"	"(Trin.) Morrone"	"Cenchrus"	"L."	"data from SRA"	"shotgun"	"France/IP21952a"	NA	NA	"INSDC: SRR7440095"	NA	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_pilosus__JB"	"Cenchrus_pilosus__JB"	"Cenchrus pilosus"	"Cenchrus pilosus"	"Kunth"	"Cenchrus"	"L."	"Park et al. Mol Biol Evol, doi:10.1093/molbev/msab133"	"shotgun"	NA	NA	NA	"INSDC: SRX8344131"	NA	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"REF___Cenchrus_purpureus__genome"	NA	"Cenchrus purpureus"	"Cenchrus purpureus"	"(Schumach.) Morrone"	"Cenchrus"	"L."	"10.1111/1755-0998.13271"	"complete genome"	"Purple"	""	NA	"NGDC: GWHAORA00000000"	NA	NA	"data thresholds"	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_purpureus__SRA"	NA	"Cenchrus purpureus"	"Cenchrus purpureus"	"(Schumach.) Morrone"	"Cenchrus"	"L."	"data from SRA"	"shotgun"	"cv. Schum Zise"	NA	NA	"INSDC: SRR6475291"	NA	"species duplicated"	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
NA	"NC_036384.1__Cenchrus_purpureus"	"Cenchrus purpureus"	"Cenchrus purpureus"	"(Schumach.) Morrone"	"Cenchrus"	"L."	NA	"plastome"	NA	NA	NA	NA	"INSDC: NC_036384"	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Pennisetum_setaceum217__MD"	"Pennisetum_setaceum217__MD"	"Pennisetum setaceum"	"Cenchrus setaceus"	"(Forssk.) Morrone"	"Cenchrus"	"L."	"Burke 2018 (Dissertation)"	"shotgun"	NA	"DEK: S.V. Burke 25"	NA	NA	NA	"species duplicated"	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Pennisetum_setaceum_HM2145__HM"	NA	"Pennisetum setaceum"	"Cenchrus setaceus"	"(Forssk.) Morrone"	"Cenchrus"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: HM2145"	NA	NA	"INSDC: SRR16243459"	NA	NA	"data thresholds"	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_setigerus__JB"	"Cenchrus_setigerus__JB"	"Cenchrus setiger"	"Cenchrus setiger"	"Vahl"	"Cenchrus"	"L."	"Park et al. Mol Biol Evol, doi:10.1093/molbev/msab133"	"shotgun"	NA	NA	NA	"INSDC: SRX8344132"	NA	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_sieberianus__SRA"	"Cenchrus_sieberianus__SRA"	"Cenchrus sieberianus"	"Cenchrus sieberianus"	"(Schltdl.) Verloove"	"Cenchrus"	"L."	"data from SRA"	"shotgun"	"Rebecca Atkinson"	NA	NA	"INSDC: SRR11792105"	NA	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_sp820__MD"	"Cenchrus_sp820__MD"	"Cenchrus sp."	"Cenchrus sp."	NA	"Cenchrus"	"L."	"Unpublished"	"shotgun"	NA	NA	"USDA-GRIN: PI 197534"	NA	NA	NA	NA	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Cenchrus_sp_HM1757__HM"	NA	"Cenchrus sp."	"Cenchrus sp."	NA	"Cenchrus"	"L."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: HM1757"	NA	NA	"INSDC: SRR16243448"	NA	NA	"data thresholds"	"Cenchrus"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Centotheca_lappacea412__MD"	"KJ920225.1__Centotheca_lappacea"	"Centotheca lappacea"	"Centotheca lappacea"	"(L.) Desv."	"Centotheca"	"Desv."	"Cotton et al. 2015"	"shotgun"	NA	"ISC: J. G. Sanchez-Ken s. n."	NA	NA	"INSDC: KJ920225"	"species duplicated"	NA	"Centotheca"	NA	"Centotheceae"	"Panicoideae"	"PACMAD"
"Centotheca_lappacea_ZYP011__HM"	NA	"Centotheca lappacea"	"Centotheca lappacea"	"(L.) Desv."	"Centotheca"	"Desv."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"PSUML: ZYP011"	NA	NA	"INSDC: SRR16092822"	NA	NA	"data thresholds"	"Centotheca"	NA	"Centotheceae"	"Panicoideae"	"PACMAD"
"Centropodia_glauca407__MD"	"KT168383.1__Centropodia_glauca"	"Centropodia glauca"	"Centropodia glauca"	"(Nees) Cope"	"Centropodia"	"Rchb."	"Duvall et al. 2016"	"shotgun"	NA	"BOL: P. Linder 5410"	NA	NA	"INSDC: KT168383"	"data thresholds"	NA	"Centropodia"	NA	"Centropodieae"	"Chloridoideae"	"PACMAD"
"Centropodia_glauca_Colu5643__HM"	NA	"Centropodia glauca"	"Centropodia glauca"	"(Nees) Cope"	"Centropodia"	"Rchb."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Colu5643"	NA	NA	"INSDC: SRR16483744"	NA	NA	"data thresholds"	"Centropodia"	NA	"Centropodieae"	"Chloridoideae"	"PACMAD"
"Centropodia_mossamedensis_RSA2272__HM"	NA	"Centropodia mossamedensis"	"Centropodia mossamedensis"	"(Rendle) Cope"	"Centropodia"	"Rchb."	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: RSA2272"	NA	NA	"INSDC: SRR16007044"	NA	NA	"data thresholds"	"Centropodia"	NA	"Centropodieae"	"Chloridoideae"	"PACMAD"
"PAFTOL_9447__Cephalostachyum_capitatum"	NA	"Cephalostachyum capitatum"	"Cephalostachyum capitatum"	"Munro"	"Cephalostachyum"	"Munro"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Hooker, J.D.; Thomson, T. 1813"	NA	"INSDC: ERR7621547"	NA	NA	"data thresholds"	"Cephalostachyum"	"Melocanninae"	"Bambuseae"	"Bambusoideae"	"BOP"
"Chaetium_bromoides523__MD"	"KY432805.1__Chaetium_bromoides"	"Chaetium bromoides"	"Chaetium bromoides"	"(J.Presl) Benth."	"Chaetium"	"Nees"	"Unpublished"	"shotgun"	NA	"ISC: L. Clark & D. Lewis 1643"	NA	NA	"INSDC: KY432805"	NA	NA	"Chaetium"	"Melinidinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"PAFTOL_8046__Chaetium_festucoides"	NA	"Chaetium festucoides"	"Chaetium festucoides"	"Nees"	"Chaetium"	"Nees"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Noblick, L.R. 2717"	NA	"INSDC: ERR7620832"	NA	NA	"data thresholds"	"Chaetium"	"Melinidinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Chaetobromus_dregeanus524__MD"	"KJ920226.1__Chaetobromus_involucratus"	"Chaetobromus dregeanus"	"Chaetobromus involucratus subsp. dregeanus"	"(Nees) Verboom"	"Chaetobromus"	"Nees"	"Cotton et al. 2015"	"shotgun"	NA	"PRE: N. Barker 978"	NA	NA	"INSDC: KJ920226"	"data thresholds"	NA	"Chaetobromus"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"PAFTOL_8015__Chaetopoa_taylorii"	NA	"Chaetopoa taylorii"	"Chaetopoa taylorii"	"C.E.Hubb."	"Chaetopoa"	"C.E.Hubb."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Milne-Redhead, E. 9684"	NA	"INSDC: ERR7620801"	NA	NA	"data thresholds"	"Chaetopoa"	"Anthephorinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"PAFTOL_8022__Chamaeraphis_hordeaceae"	"PAFTOL_8022__Chamaeraphis_hordeaceae"	"Chamaeraphis hordeacea"	"Chamaeraphis hordeacea"	"R.Br."	"Chamaeraphis"	"R.Br."	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"BRI: Thompson, E.J. WES1268"	NA	"INSDC: ERR7620808"	NA	NA	NA	"Chamaeraphis"	"Cenchrinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Chandrasekharania_keralensis__GB"	"MK593546.1__Chandrasekharania_keralensis"	"Chandrasekharania keralensis"	"Chandrasekharania keralensis"	"V.J.Nair, V.S.Ramach. & Sreek."	"Chandrasekharania"	"V.J.Nair, V.S.Ramach. & Sreek."	"Besnard et al. 2018 Bot Lett. 165:419-433"	"shotgun"	NA	"K: V.S. Ramachandran 54064"	NA	NA	"INSDC: MK593546"	NA	NA	"Chandrasekharania"	NA	"Jansenelleae"	"Panicoideae"	"PACMAD"
"Chascolytrum_subaristatum_UCB03__HM"	NA	"Chascolytrum subaristatum"	"Chascolytrum subaristatum"	"(Lam.) Desv."	"Chascolytrum"	"Desv."	"Zhang et al. 2022 MBE"	"transcriptome"	"FDS: UCB03"	NA	NA	"INSDC: SRR16483029"	NA	NA	"data thresholds"	"Chascolytrum"	"Calothecinae"	"Poeae"	"Pooideae"	"BOP"
"Chasechloa_egregia__GB"	"KX663836.1__Chasechloa_egregia"	"Chasechloa egregia"	"Chasechloa egregia"	"(Mez) A.Camus"	"Chasechloa"	"A.Camus"	"Silva et al. 2017 Ann Bot. 119:339-351"	"shotgun"	NA	"P: L.H. Boivin s.n. (barcode P00710482)"	NA	NA	"INSDC: KX663836"	NA	NA	"Chasechloa"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Chasechloa_madagascariensis__GB"	"KX663838.1__Chasechloa_madagascariensis"	"Chasechloa madagascariensis"	"Chasechloa madagascariensis"	"(Baker) A.Camus"	"Chasechloa"	"A.Camus"	"Silva et al. 2017 Ann Bot. 119:339-351"	"shotgun"	NA	"P: H. Perrier de la Bathie 11217"	NA	NA	"INSDC: KX663838"	NA	NA	"Chasechloa"	"Boivinellinae"	"Paniceae"	"Panicoideae"	"PACMAD"
"Chasmanthium_latifolium_ZYP008__HM"	NA	"Chasmanthium latifolium"	"Chasmanthium latifolium"	"(Michx.) H.O.Yates"	"Chasmanthium"	"Link"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: ZYP008"	NA	NA	"INSDC: SRR16077923"	NA	NA	"data thresholds"	"Chasmanthium"	NA	"Chasmanthieae"	"Panicoideae"	"PACMAD"
"Chasmanthium_sessiliflorum__MD"	NA	"Chasmanthium sessiliflorum"	"Chasmanthium laxum"	"(L.) H.O.Yates"	"Chasmanthium"	"Link"	"Burke et al. 2016"	"shotgun"	NA	"ISC: Sanchez-Ken s.n."	NA	NA	"INSDC: KU291494"	NA	"species duplicated"	"Chasmanthium"	NA	"Chasmanthieae"	"Panicoideae"	"PACMAD"
"Chasmanthium_laxum__SRA"	"NC_035522.1__Chasmanthium_laxum"	"Chasmanthium laxum"	"Chasmanthium laxum"	"(L.) H.O.Yates"	"Chasmanthium"	"Link"	"data from SRA"	"shotgun"	"ACWWH"	NA	NA	"INSDC: SRR4128959"	"INSDC: NC_035522"	NA	NA	"Chasmanthium"	NA	"Chasmanthieae"	"Panicoideae"	"PACMAD"
"PAFTOL_8419__Chasmopodium_caudatum"	NA	"Chasmopodium caudatum"	"Chasmopodium caudatum"	"(Hack.) Stapf"	"Chasmopodium"	"Stapf"	"https://treeoflife.kew.org/"	"sequence capture (Angiosperms353)"	NA	"K: Sokpo, S.O. 10"	NA	"INSDC: ERR7620966"	NA	NA	"data thresholds"	"Chasmopodium"	"Rottboelliinae"	"Andropogoneae"	"Panicoideae"	"PACMAD"
"Chimonobambusa_marmorea1414__MD"	"Chimonobambusa_marmorea1414__MD"	"Chimonobambusa marmorea"	"Chimonobambusa marmorea"	"(Mitford) Makino"	"Chimonobambusa"	"Makino"	"Unpublished"	"shotgun"	NA	NA	NA	NA	NA	"data thresholds"	NA	"Chimonobambusa"	"Arundinariinae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Chimonobambusa_marmorea_HM3576__HM"	NA	"Chimonobambusa marmorea"	"Chimonobambusa marmorea"	"(Mitford) Makino"	"Chimonobambusa"	"Makino"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: HM3576"	NA	NA	"INSDC: SRR16188717"	NA	NA	"data thresholds"	"Chimonobambusa"	"Arundinariinae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Chimonocalamus_pallens_Bam03__HM"	NA	"Chimonocalamus pallens"	"Chimonocalamus pallens"	"Hsueh & T.P.Yi"	"Chimonocalamus"	"Hsueh & T.P.Yi"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: Bam03"	NA	NA	"INSDC: SRR15992888"	NA	NA	"data thresholds"	"Chimonocalamus"	"Thamnocalaminae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Chimonocalamus_sp710__MD"	"KU523577.1__Chimonocalamus_sp."	"Chimonocalamus sp."	"Chimonocalamus sp."	NA	"Chimonocalamus"	"Hsueh & T.P.Yi"	"Attigala et al. 2016"	"shotgun"	NA	"ISC: Clark & Reiners s.n."	NA	NA	"INSDC: KU523577"	NA	NA	"Chimonocalamus"	"Thamnocalaminae"	"Arundinarieae"	"Bambusoideae"	"BOP"
"Chionochloa_flavicans_UCB04__HM"	NA	"Chionochloa flavicans"	"Chionochloa flavicans"	"Zotov"	"Chionochloa"	"Zotov"	"Huang et al. 2022 Mol Plant"	"transcriptome"	"FDS: UCB04"	NA	NA	"INSDC: SRR15686591"	NA	NA	"data thresholds"	"Chionochloa"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
"GAP_80217__Chionochloa_frigida"	"GAP_80217__Chionochloa_frigida"	"Chionochloa frigida"	"Chionochloa frigida"	"(Vickery) Conert"	"Chionochloa"	"Zotov"	"https://www.genomicsforaustralianplants.com/"	"sequence capture (Angiosperms353)"	NA	"CANB: Feilen, P. 32"	NA	NA	NA	NA	NA	"Chionochloa"	NA	"Danthonieae"	"Danthonioideae"	"PACMAD"
